code,term
1003605004,Glaucoma suspect due to diabetes mellitus type 2
100631000000108,O/E - right eye background diabetic retinopathy
100641000000104,O/E - left eye background diabetic retinopathy
100651000000101,O/E - right eye preproliferative diabetic retinopathy
100661000000103,O/E - left eye preproliferative diabetic retinopathy
100671000000105,O/E - right eye proliferative diabetic retinopathy
100681000000107,O/E - left eye proliferative diabetic retinopathy
100691000000109,O/E - left eye diabetic maculopathy
102621000119101,Ulcer of skin due to type 2 diabetes mellitus
102781000119107,Sensory neuropathy due to type 1 diabetes mellitus
103981000119101,Proliferative retinopathy following surgery due to diabetes mellitus
104011000000100,Type 1 diabetes mellitus with exudative maculopathy
104021000000106,Type 2 diabetes mellitus with exudative maculopathy
104941000119109,Ischemia of retina due to type 1 diabetes mellitus
104951000119106,Vitreous hemorrhage due to type 1 diabetes mellitus
104961000119108,Ischemia of retina due to type 2 diabetes mellitus
10656231000119100,Ulcer of skin of toe due to type 1 diabetes mellitus
10656271000119102,Ulcer of skin of toe due to type 2 diabetes mellitus
10660471000119109,Ulcer of left foot due to type 2 diabetes mellitus
10661671000119102,Ulcer of right foot due to type 2 diabetes mellitus
108781000119105,Neuropathic ulcer of midfoot AND/OR heel due to type 2 diabetes mellitus
108861000000101,Neuropathic diabetic ulcer - foot
1090051000000100,Skin ulcer associated with diabetes mellitus
109171000119104,Retinal edema due to type 1 diabetes mellitus
10995761000119100,History of diabetic foot ulcer
110141000119100,Ulcer of lower limb due to type 1 diabetes mellitus
110171000119107,Ulcer of lower limb due to type 2 diabetes mellitus
110181000119105,Peripheral sensory neuropathy due to type 2 diabetes mellitus
111231000119109,Dyslipidemia with high density lipoprotein below reference range and triglyceride above reference range due to type 2 diabetes mellitus
119831000119106,Hypoglycemia unawareness due to type 2 diabetes mellitus
120711000119108,Hypoglycemic unawareness due to type 1 diabetes mellitus
120731000119103,Hypoglycemia due to type 2 diabetes mellitus
121461000000104,Pan retinal photocoagulation for diabetes
126534007,Mixed sensorimotor polyneuropathy due to diabetes mellitus
126535008,Motor polyneuropathy due to diabetes mellitus
127011001,Sensory neuropathy due to diabetes mellitus
127013003,Disorder of kidney due to diabetes mellitus
127014009,Peripheral angiopathy due to diabetes mellitus
127991000119101,Hypertension concurrent and due to end stage renal disease on dialysis due to type 2 diabetes mellitus
128001000119105,Hypertension concurrent and due to end stage renal disease on dialysis due to type 1 diabetes mellitus
137931000119102,Hyperlipidemia due to type 2 diabetes mellitus
137941000119106,Hyperlipidemia due to type 1 diabetes mellitus
138881000119106,Mild nonproliferative retinopathy due to type 1 diabetes mellitus
138891000119109,Moderate nonproliferative retinopathy due to type 1 diabetes mellitus
138911000119106,Mild nonproliferative retinopathy due to type 2 diabetes mellitus
138921000119104,Moderate nonproliferative retinopathy due to type 2 diabetes mellitus
140101000119109,Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus
140111000119107,Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus
140121000119100,Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus
140131000119102,Hypertension in chronic kidney disease stage 2 due to type 2 diabetes mellitus
140381000119104,Neuropathic ulcer of toe due to type 2 diabetes mellitus
140391000119101,Ulcer of toe due to type 2 diabetes mellitus
140521000119107,Ischemic ulcer of foot due to type 2 diabetes mellitus
140531000119105,Neuropathic ulcer of foot due to type 2 diabetes mellitus
141196007,Retinal abnormality - diabetes-related
141680008,Foot abnormality - diabetes-related
1491000119102,Vitreous hemorrhage due to type 2 diabetes mellitus
1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus
1511000119107,Peripheral neuropathy due to type 2 diabetes mellitus
1521000119100,Ulcer of foot due to type 2 diabetes mellitus
1531000119102,Dermopathy due to type 2 diabetes mellitus
1541000119106,Skin ulcer associated with type II diabetes mellitus
154677000,Diabetes + nephropathy (& [Kimmelstiel-Wilson syndrome])
154678005,Diabetes + eye manifestation (& [cataract] or [retinopathy])
154679002,Proliferative diabetic retinopathy
154681000,Preproliferative diabetic retinopathy
154682007,Diabetic maculopathy
154683002,Diabetes + neuropathy (& [amyotrophy])
154684008,Diabetic mononeuritis multiplex
154685009,Diabetic mononeuritis NOS
154686005,Acute painful diabetic neuropathy
154687001,Diabetes: [peripheral circulatory disease] or [gangrene]
154689003,Diabetes with other complications
1551000119108,Nonproliferative retinopathy due to type 2 diabetes mellitus
155107006,Diabetic retinopathy
155114008,Advanced diabetic retinal disease
1561000119105,Diabetic peripheral neuropathy associated with type I diabetes mellitus
1571000119104,Mixed hyperlipidemia due to type 1 diabetes mellitus
157141000119108,Proteinuria due to type 2 diabetes mellitus
15936501000119100,Inflammatory dermatosis due to type 2 diabetes mellitus
163997001,Retinal abnormality - diabetes-related
164483006,Foot abnormality - diabetes-related
164495006,Foot abnormality - diabetes-related
164881000119109,Ulcer of foot due to type 1 diabetes mellitus
16697421000119103,Moderate nonproliferative retinopathy of left eye due to diabetes mellitus type 1
16697471000119102,Moderate nonproliferative retinopathy of right eye due to diabetes mellitus type 1
16697521000119104,Moderate nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 1
167251000000103,O/E - right eye stable treated proliferative diabetic retinopathy
167261000000100,O/E - left eye stable treated proliferative diabetic retinopathy
167361000000109,O/E - right chronic diabetic foot ulcer
167371000000102,O/E - left chronic diabetic foot ulcer
16745051000119107,Nonproliferative retinopathy of right eye due to diabetes mellitus type 2
16745131000119100,Nonproliferative retinopathy of left eye due to diabetes mellitus type 2
16745211000119100,Nonproliferative retinopathy of left eye due to diabetes mellitus type 1
16745411000119104,Mild nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 1
16745531000119108,Mild nonproliferative retinopathy of left eye due to diabetes mellitus type 2
16745611000119102,Mild nonproliferative retinopathy of right eye due to diabetes mellitus type 1
16745651000119101,Mild nonproliferative retinopathy of right eye due to diabetes mellitus type 2
16745891000119105,Mild nonproliferative retinopathy of left eye due to diabetes mellitus type 1
16745931000119102,Mild nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 2
16746131000119105,Moderate nonproliferative retinopathy of left eye due to diabetes mellitus type 2
16746261000119108,Moderate nonproliferative retinopathy of right eye due to diabetes mellitus type 2
16746341000119103,Moderate nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 2
16746661000119106,Nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 1
16746741000119102,Nonproliferative retinopathy of right eye due to diabetes mellitus type 1
16746901000119101,Severe nonproliferative retinopathy of left eye due to diabetes mellitus type 2
